Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Contract Date,Property Type,Tenure,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
HOUGANG GREEN SHOPPING MALL,21 Hougang Street 51  #01-08 ,25,Strata,850000,34000,3159,12-OCT-2015,Retail,99 Yrs From 01/12/1994,Resale,19,53,538719,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #01-40 ,73,Strata,2286418,31321,2910,05-OCT-2015,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
ONE-NORTH RESIDENCES,9 One-North Gateway  #01-45 ,35,Strata,805000,23000,2137,02-OCT-2015,Retail,99 Yrs From 15/09/2005,Resale,05,13,138643,Central Region,Queenstown
HAVELOCK2,2 Havelock Road  #02-03 ,687,Strata,15417000,22441,2085,01-OCT-2015,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #B1-19 ,615,Strata,14583000,23712,2203,01-OCT-2015,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
FURAMA CITY CENTRE SINGAPORE,60 Eu Tong Sen Street  #01-24 ,38,Strata,636000,16737,1555,22-SEP-2015,Retail,99 Yrs From 19/10/1979,Resale,01,05,059804,Central Region,Outram
TEXTILE CENTRE,200 Jalan Sultan  #02-01 ,102,Strata,1100000,10784,1002,22-SEP-2015,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
THE MIDTOWN,1187 Upper Serangoon Road  #01-41 ,73,Strata,2270000,31096,2889,21-SEP-2015,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
CITY GATE,371 Beach Road  #B1-34 ,41,Strata,1359000,33146,3079,18-SEP-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-51 ,43,Strata,1439620,33480,3110,17-SEP-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
THE MIDTOWN,1187 Upper Serangoon Road  #01-36 ,73,Strata,2110700,28914,2686,16-SEP-2015,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE MIDTOWN,1187 Upper Serangoon Road  #01-37 ,73,Strata,2110700,28914,2686,16-SEP-2015,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
SIM LIM SQUARE,1 Rochor Canal Road  #02-02 ,37,Strata,1000000,27027,2511,15-SEP-2015,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
PARKLANE SHOPPING MALL,35 Selegie Road  #05-01 ,42,Strata,565000,13452,1250,09-SEP-2015,Retail,99 Yrs From 01/12/1974,Resale,07,18,188307,Central Region,Rochor
CUPPAGE PLAZA,5 Koek Road  #01-12 ,37,Strata,1400000,37838,3515,09-SEP-2015,Retail,99 Yrs From 17/08/1979,Resale,09,22,228796,Central Region,Orchard
FU LU SHOU COMPLEX,149 Rochor Road  #B1-22 ,228,Strata,6500000,28509,2649,03-SEP-2015,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
HAVELOCK2,2 Havelock Road  #B1-16 ,19,Strata,888000,46737,4342,02-SEP-2015,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
CITY GATE,371 Beach Road  #01-23 ,51,Strata,2519000,49392,4589,02-SEP-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-36 ,86,Strata,3200000,37209,3457,01-SEP-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
THE MIDTOWN,1187 Upper Serangoon Road  #01-63 ,71,Strata,2495988,35155,3266,27-AUG-2015,Retail,99 Yrs From 24/01/2013,Sub Sale,19,53,533971,North East Region,Hougang
TEXTILE CENTRE,200 Jalan Sultan  #11-05 ,85,Strata,1100000,12941,1202,27-AUG-2015,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
FU LU SHOU COMPLEX,149 Rochor Road  #02-20 ,31,Strata,1300000,41935,3896,25-AUG-2015,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
HIGH PARK RESIDENCES,21 Fernvale Road  #01-08 ,33,Strata,861389,26103,2425,20-AUG-2015,Retail,99 Yrs From 05/11/2014,New Sale,28,79,797637,North East Region,Sengkang
HIGH PARK RESIDENCES,21 Fernvale Road  #01-04 ,33,Strata,861389,26103,2425,20-AUG-2015,Retail,99 Yrs From 05/11/2014,New Sale,28,79,797637,North East Region,Sengkang
HIGH PARK RESIDENCES,21 Fernvale Road  #01-07 ,33,Strata,861389,26103,2425,20-AUG-2015,Retail,99 Yrs From 05/11/2014,New Sale,28,79,797637,North East Region,Sengkang
HIGH PARK RESIDENCES,21 Fernvale Road  #01-03 ,33,Strata,861389,26103,2425,20-AUG-2015,Retail,99 Yrs From 05/11/2014,New Sale,28,79,797637,North East Region,Sengkang
HIGH PARK RESIDENCES,21 Fernvale Road  #01-02 ,34,Strata,887492,26103,2425,20-AUG-2015,Retail,99 Yrs From 05/11/2014,New Sale,28,79,797637,North East Region,Sengkang
HIGH PARK RESIDENCES,21 Fernvale Road  #01-05 ,33,Strata,861389,26103,2425,20-AUG-2015,Retail,99 Yrs From 05/11/2014,New Sale,28,79,797637,North East Region,Sengkang
HIGH PARK RESIDENCES,21 Fernvale Road  #01-09 ,34,Strata,887492,26103,2425,20-AUG-2015,Retail,99 Yrs From 05/11/2014,New Sale,28,79,797637,North East Region,Sengkang
HIGH PARK RESIDENCES,21 Fernvale Road  #01-06 ,33,Strata,861389,26103,2425,20-AUG-2015,Retail,99 Yrs From 05/11/2014,New Sale,28,79,797637,North East Region,Sengkang
HIGH PARK RESIDENCES,21 Fernvale Road  #01-11 ,32,Strata,861000,26906,2500,18-AUG-2015,Retail,99 Yrs From 05/11/2014,New Sale,28,79,797637,North East Region,Sengkang
CITY GATE,371 Beach Road  #01-09 ,45,Strata,2888250,64183,5963,14-AUG-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-08 ,45,Strata,2888250,64183,5963,14-AUG-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
SUNSHINE PLAZA,91 Bencoolen Street  #01-64 ,27,Strata,1222200,45267,4205,12-AUG-2015,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
SUNSHINE PLAZA,91 Bencoolen Street  #01-61 ,23,Strata,1041600,45287,4207,12-AUG-2015,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
HAVELOCK2,2 Havelock Road  #B1-24 ,28,Strata,1525800,54493,5063,12-AUG-2015,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
CUPPAGE PLAZA,5 Koek Road  #05-05 ,34,Strata,797132,23445,2178,05-AUG-2015,Retail,99 Yrs From 17/08/1979,Resale,09,22,228796,Central Region,Orchard
CUPPAGE PLAZA,5 Koek Road  #05-06 ,36,Strata,842868,23413,2175,05-AUG-2015,Retail,99 Yrs From 17/08/1979,Resale,09,22,228796,Central Region,Orchard
THOMSON PLAZA,301 Upper Thomson Road  #01-22/30 ,67,Strata,3300000,49254,4576,05-AUG-2015,Retail,99 Yrs From 15/10/1976,Resale,20,57,574408,Central Region,Bishan
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #B1-36 ,36,Strata,768000,21333,1982,24-JUL-2015,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
N.A.,21 Tampines Avenue ,180,Strata,1160000,6444,599,23-JUL-2015,Retail,99 Yrs From 01/01/1953,Resale,18,52,529802,East Region,Paya Lebar
SIM LIM SQUARE,1 Rochor Canal Road  #06-15 ,130,Strata,3700000,28462,2644,22-JUL-2015,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
THE ARCADE,11 Collyer Quay  #01-24 ,35,Strata,2850000,81429,7565,20-JUL-2015,Retail,99 Yrs From 01/10/1979,Resale,01,04,049317,Central Region,Downtown Core
ORCHARD PLAZA,150 Orchard Road  #02-08 ,32,Strata,850000,26563,2468,20-JUL-2015,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
CITY GATE,371 Beach Road  #B1-29 ,42,Strata,1588000,37810,3513,15-JUL-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #03-40 ,84,Strata,1100000,13095,1217,07-JUL-2015,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
PARK MALL,9 Penang Road ,9036,Land,411800000,45572,4234,29-JUN-2015,Retail,99 Yrs From 02/06/1969,Resale,09,23,238459,Central Region,Museum
SIM LIM SQUARE,1 Rochor Canal Road  #05-29 ,31,Strata,1500000,48387,4495,22-JUN-2015,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #05-48 ,31,Strata,1800000,58065,5394,22-JUN-2015,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
PEOPLE'S PARK COMPLEX,1 Park Road  #01-81 ,30,Strata,1780000,59333,5512,19-JUN-2015,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
VISION EXCHANGE,2 Venture Drive  #01-24 ,48,Strata,3070000,63958,5942,18-JUN-2015,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
CUPPAGE PLAZA,5 Koek Road  #01-13 ,37,Strata,1310000,35405,3289,18-JUN-2015,Retail,99 Yrs From 17/08/1979,Resale,09,22,228796,Central Region,Orchard
CITY GATE,371 Beach Road  #B1-58 ,40,Strata,1570000,39250,3646,17-JUN-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
ALEXANDRA CENTRAL,321 Alexandra Road  #03-26 ,15,Strata,888000,59200,5500,15-JUN-2015,Retail,99 Yrs From 05/03/2012,Sub Sale,03,15,159971,Central Region,Bukit Merah
GOLDEN MILE COMPLEX,5001 Beach Road  #02-80B ,18,Strata,305000,16944,1574,11-JUN-2015,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
VISION EXCHANGE,2 Venture Drive  #02-31 ,77,Strata,3781000,49104,4562,05-JUN-2015,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
CITY GATE,371 Beach Road  #02-17 ,30,Strata,1869000,62300,5788,03-JUN-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #03-27 ,38,Strata,1450000,38158,3545,02-JUN-2015,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
CITY GATE,371 Beach Road  #01-29 ,49,Strata,2095000,42755,3972,02-JUN-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
ORCHID HOTEL,1 Tras Link  #02-08 ,198,Strata,5200000,26263,2440,29-MAY-2015,Retail,99 Yrs From 02/10/2007,Resale,02,07,078867,Central Region,Outram
CITY GATE,371 Beach Road  #B1-38 ,39,Strata,1379000,35359,3285,28-MAY-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
TEXTILE CENTRE,200 Jalan Sultan  #04-18 ,29,Strata,336449,11602,1078,25-MAY-2015,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
FORTUNE CENTRE,190 Middle Road  #02-08 ,55,Strata,1450000,26364,2449,25-MAY-2015,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
BURLINGTON SQUARE,175 Bencoolen Street  #01-01 ,116,Strata,5180000,44655,4149,20-MAY-2015,Retail,99 Yrs From 10/06/1996,Resale,07,18,189649,Central Region,Rochor
TEXTILE CENTRE,200 Jalan Sultan  #02-11 ,92,Strata,940500,10223,950,18-MAY-2015,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #B1-17F ,35,Strata,700000,20000,1858,14-MAY-2015,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
CITY GATE,371 Beach Road  #01-45 ,46,Strata,2000000,43478,4039,12-MAY-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #B1-03 ,42,Strata,1050000,25000,2323,12-MAY-2015,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
PARKLANE SHOPPING MALL,35 Selegie Road  #01-18/23/24 ,130,Strata,3000000,23077,2144,11-MAY-2015,Retail,99 Yrs From 01/12/1974,Resale,07,18,188307,Central Region,Rochor
CUPPAGE PLAZA,5 Koek Road  #05-03 ,29,Strata,780000,26897,2499,29-APR-2015,Retail,99 Yrs From 17/08/1979,Resale,09,22,228796,Central Region,Orchard
FU LU SHOU COMPLEX,149 Rochor Road  #03-24 ,45,Strata,1000000,22222,2064,29-APR-2015,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
CUPPAGE PLAZA,5 Koek Road  #05-04 ,39,Strata,1050000,26923,2501,29-APR-2015,Retail,99 Yrs From 17/08/1979,Resale,09,22,228796,Central Region,Orchard
FU LU SHOU COMPLEX,149 Rochor Road  #03-01 ,24,Strata,565000,23542,2187,29-APR-2015,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
CONCORDE SHOPPING CENTRE,317 Outram Road  #01-26 ,33,Strata,550250,16674,1549,23-APR-2015,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
THE MIDTOWN,1187 Upper Serangoon Road  #01-70 ,29,Strata,1400000,48276,4485,20-APR-2015,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
CITY GATE,371 Beach Road  #B1-33 ,41,Strata,1349000,32902,3057,20-APR-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
THE MIDTOWN,1187 Upper Serangoon Road  #02-26 ,24,Strata,950000,39583,3677,14-APR-2015,Retail,99 Yrs From 24/01/2013,New Sale,19,53,533971,North East Region,Hougang
THE PLAZA,7500A Beach Road  #01-301/302 ,138,Strata,2700000,19565,1818,10-Apr-2015,Retail,99 Yrs From 03/09/1968,Resale,07,19,199591,Central Region,Kallang
KINGSFORD WATERBAY,50 Upper Serangoon View  #01-07 ,42,Strata,1130000,26905,2500,10-APR-2015,Retail,99 Yrs From 03/03/2014,New Sale,19,53,533893,North East Region,Hougang
HAVELOCK2,2 Havelock Road  #B1-27 ,15,Strata,817490,54499,5063,09-APR-2015,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
FU LU SHOU COMPLEX,149 Rochor Road  #03-11 ,45,Strata,1050000,23333,2168,08-APR-2015,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
CITY GATE,371 Beach Road  #B1-32 ,41,Strata,1355000,33049,3070,08-APR-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
ROYAL SQUARE AT NOVENA,103 Irrawaddy Road  #01-05 ,47,Strata,4493000,95596,8881,07-APR-2015,Retail,99 Yrs From 06/03/2013,New Sale,12,32,329566,Central Region,Novena
CITY GATE,371 Beach Road  #02-29 ,57,Strata,2074830,36401,3382,06-APR-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
SULTAN PLAZA,100 Jalan Sultan  #02-01/02 ,162,Strata,1610000,9938,923,06-APR-2015,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
KINGSFORD WATERBAY,50 Upper Serangoon View  #01-06 ,40,Strata,1163000,29075,2701,02-APR-2015,Retail,99 Yrs From 03/03/2014,New Sale,19,53,533893,North East Region,Hougang
KINGSFORD WATERBAY,50 Upper Serangoon View  #01-05 ,40,Strata,1163000,29075,2701,27-MAR-2015,Retail,99 Yrs From 03/03/2014,New Sale,19,53,533893,North East Region,Hougang
KINGSFORD WATERBAY,50 Upper Serangoon View  #01-04 ,40,Strata,1163000,29075,2701,27-MAR-2015,Retail,99 Yrs From 03/03/2014,New Sale,19,53,533893,North East Region,Hougang
KINGSFORD WATERBAY,50 Upper Serangoon View  #01-02 ,40,Strata,1163000,29075,2701,24-MAR-2015,Retail,99 Yrs From 03/03/2014,New Sale,19,53,533893,North East Region,Hougang
KINGSFORD WATERBAY,50 Upper Serangoon View  #01-03 ,40,Strata,1163000,29075,2701,24-MAR-2015,Retail,99 Yrs From 03/03/2014,New Sale,19,53,533893,North East Region,Hougang
HIGH STREET CENTRE,1 North Bridge Road  #02-11/28 ,58,Strata,1250000,21552,2002,24-MAR-2015,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
PENINSULA EXCELSIOR HOTEL,5 Coleman Street  #B1-27 ,19,Strata,420000,22105,2054,19-MAR-2015,Retail,99 Yrs From 17/08/1979,Resale,06,17,179805,Central Region,Downtown Core
SUNSHINE PLAZA,91 Bencoolen Street  #01-10 ,39,Strata,1760000,45128,4193,13-MAR-2015,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
CITY GATE,371 Beach Road  #B1-03 ,64,Strata,2138800,33419,3105,12-MAR-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
HIGH STREET CENTRE,1 North Bridge Road  #02-36 ,45,Strata,678000,15067,1400,27-FEB-2015,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
SIM LIM SQUARE,1 Rochor Canal Road  #02-27 ,38,Strata,1500000,39474,3667,25-FEB-2015,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
FU LU SHOU COMPLEX,149 Rochor Road  #B1-11 ,16,Strata,470000,29375,2729,24-FEB-2015,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
THE ARCADE,11 Collyer Quay  #02-30 ,6,Strata,780000,130000,12077,13-FEB-2015,Retail,99 Yrs From 01/10/1979,Resale,01,04,049317,Central Region,Downtown Core
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-64 ,36,Strata,905000,25139,2335,11-FEB-2015,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
HAVELOCK2,2 Havelock Road  #B1-26 ,14,Strata,835100,59650,5542,10-FEB-2015,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
TEXTILE CENTRE,200 Jalan Sultan  #03-43 ,90,Strata,1220000,13556,1259,10-FEB-2015,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
HIGH STREET CENTRE,1 North Bridge Road  #03-25 ,49,Strata,580000,11837,1100,05-FEB-2015,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #B2-07A ,41,Strata,1370000,33415,3104,02-FEB-2015,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
SUNSHINE PLAZA,91 Bencoolen Street  #01-15 ,44,Strata,1970000,44773,4159,26-JAN-2015,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
CUPPAGE PLAZA,5 Koek Road  #B1-19/20 ,48,Strata,1200000,25000,2323,23-JAN-2015,Retail,99 Yrs From 17/08/1979,Resale,09,22,228796,Central Region,Orchard
JUNCTION NINE,18 Yishun Avenue 9  #02-39 ,37,Strata,1594300,43089,4003,09-JAN-2015,Retail,99 Yrs From 30/04/2013,Sub Sale,27,76,768897,North Region,Yishun
HAVELOCK2,2 Havelock Road  #02-11 ,32,Strata,1238000,38688,3594,06-JAN-2015,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
THE ARCADE,11 Collyer Quay  #01-21 ,23,Strata,1950000,84783,7876,05-JAN-2015,Retail,99 Yrs From 01/10/1979,Resale,01,04,049317,Central Region,Downtown Core
D'LEEDON,19 Leedon Heights  #01-65 ,127,Strata,2651100,20875,1939,29-DEC-2014,Retail,99 Yrs From 08/04/2010,New Sale,10,26,266227,Central Region,Bukit Timah
D'LEEDON,19 Leedon Heights  #01-61 ,151,Strata,3234200,21419,1990,29-DEC-2014,Retail,99 Yrs From 08/04/2010,New Sale,10,26,266227,Central Region,Bukit Timah
D'LEEDON,19 Leedon Heights  #01-66 ,139,Strata,2720800,19574,1818,29-DEC-2014,Retail,99 Yrs From 08/04/2010,New Sale,10,26,266227,Central Region,Bukit Timah
TEXTILE CENTRE,200 Jalan Sultan  #02-19 ,66,Strata,750000,11364,1056,23-DEC-2014,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
SINGAPORE SHOPPING CENTRE,190 Clemenceau Avenue  #01-21/22/27/28 ,104,Strata,2388800,22969,2134,22-DEC-2014,Retail,99 Yrs From 01/05/1948,Resale,09,23,239924,Central Region,Museum
D'LEEDON,19 Leedon Heights  #01-68 ,56,Strata,1424600,25439,2363,19-DEC-2014,Retail,99 Yrs From 08/04/2010,New Sale,10,26,266227,Central Region,Bukit Timah
D'LEEDON,19 Leedon Heights  #01-63 ,63,Strata,1541900,24475,2274,18-DEC-2014,Retail,99 Yrs From 08/04/2010,New Sale,10,26,266227,Central Region,Bukit Timah
HAVELOCK2,2 Havelock Road  #01-24 ,20,Strata,914000,45700,4246,18-DEC-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
D'LEEDON,19 Leedon Heights  #01-62 ,76,Strata,1693200,22279,2070,17-DEC-2014,Retail,99 Yrs From 08/04/2010,New Sale,10,26,266227,Central Region,Bukit Timah
JUNCTION NINE,18 Yishun Avenue 9  #01-35 ,60,Strata,2415000,40250,3739,15-DEC-2014,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
HAVELOCK2,2 Havelock Road  #01-14 ,22,Strata,1478300,67195,6243,15-DEC-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
PEACE CENTRE/MANSIONS,1 Sophia Road  #01-01 TO 08 ,260,Strata,9268000,35646,3312,12-DEC-2014,Retail,99 Yrs From 02/06/1970,Resale,09,22,228149,Central Region,Rochor
PEACE CENTRE/MANSIONS,1 Sophia Road  #02-01/02 ,260,Strata,6000000,23077,2144,12-DEC-2014,Retail,99 Yrs From 02/06/1970,Resale,09,22,228149,Central Region,Rochor
PEOPLE'S PARK COMPLEX,1 Park Road  #01-35 ,42,Strata,2750000,65476,6083,11-DEC-2014,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
HAVELOCK2,2 Havelock Road  #02-10 ,24,Strata,938000,39083,3631,09-DEC-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #02-33 ,16,Strata,702600,43913,4080,08-DEC-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
CITY GATE,371 Beach Road  #B1-02 ,61,Strata,2167110,35526,3300,08-DEC-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
PARKLANE SHOPPING MALL,35 Selegie Road  #04-26/27 ,340,Strata,4600000,13529,1257,03-DEC-2014,Retail,99 Yrs From 01/12/1974,Resale,07,18,188307,Central Region,Rochor
CROWNE PLAZA CHANGI AIRPORT,75 Airport Boulevard  #01-01 TO 04/#02-01 ,69496,Strata,290000000,4173,388,28-NOV-2014,Retail,99 Yrs From 01/09/1984,Resale,17,81,819664,East Region,Changi  
SULTAN PLAZA,100 Jalan Sultan  #02-41 ,63,Strata,900000,14286,1327,26-NOV-2014,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
HIGH STREET CENTRE,1 North Bridge Road  #03-29 ,45,Strata,630000,14000,1301,24-NOV-2014,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
GOLDEN MILE COMPLEX,5001 Beach Road  #01-91 ,41,Strata,825000,20122,1869,18-NOV-2014,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
CONCORDE SHOPPING CENTRE,317 Outram Road  #B1-23 ,32,Strata,500000,15625,1452,18-NOV-2014,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
CONCORDE SHOPPING CENTRE,317 Outram Road  #01-16 ,25,Strata,480000,19200,1784,17-NOV-2014,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
VISION EXCHANGE,2 Venture Drive  #02-30 ,95,Strata,4150000,43684,4058,10-NOV-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
THOMSON PLAZA,301 Upper Thomson Road  #01-83 ,33,Strata,1500000,45455,4223,07-NOV-2014,Retail,99 Yrs From 15/10/1976,Resale,20,57,574408,Central Region,Bishan
CITY GATE,371 Beach Road  #02-34 ,37,Strata,1318500,35635,3311,05-NOV-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
HAVELOCK2,2 Havelock Road  #B1-20 ,20,Strata,1103800,55190,5127,05-NOV-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #02-01 ,31,Strata,1334700,43055,4000,05-NOV-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
GOLDEN MILE TOWER,6001 Beach Road  #02-57 ,18,Strata,252000,14000,1301,31-OCT-2014,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
HAVELOCK2,2 Havelock Road  #02-29 ,27,Strata,1162300,43048,3999,31-OCT-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #02-22 ,33,Strata,768000,23273,2162,31-OCT-2014,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
CT HUB 2,114 Lavender Street  #01-31 ,33,Strata,1006000,30485,2832,30-OCT-2014,Retail,99 Yrs From 14/01/1976,New Sale,12,33,338729,Central Region,Kallang
CT HUB 2,114 Lavender Street  #01-36 ,30,Strata,912000,30400,2824,30-OCT-2014,Retail,99 Yrs From 14/01/1976,New Sale,12,33,338729,Central Region,Kallang
CUPPAGE PLAZA,5 Koek Road  #05-06 ,36,Strata,967500,26875,2497,29-OCT-2014,Retail,99 Yrs From 17/08/1979,Resale,09,22,228796,Central Region,Orchard
CUPPAGE PLAZA,5 Koek Road  #05-05 ,34,Strata,915000,26912,2500,29-OCT-2014,Retail,99 Yrs From 17/08/1979,Resale,09,22,228796,Central Region,Orchard
HAVELOCK2,2 Havelock Road  #01-25 ,22,Strata,1048300,47650,4427,27-OCT-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
HAVELOCK2,2 Havelock Road  #01-16 ,31,Strata,1801800,58123,5400,27-OCT-2014,Retail,99 Yrs From 04/05/1983,New Sale,01,05,059763,Central Region,Singapore River
